LGA_CODE21,LGA_NAME21,AREASQKM21,LATITUDE,LONGITUDE
59030,Westonia,3319.4496,-30.96756333,118.6562573
59100,Wickepin,2040.8985,-32.80695128,117.6717722
59170,Williams,2304.7119,-33.07141364,116.7280999
59250,Wiluna,181297.3382,-25.3120145,122.2450891
59310,Wongan-Ballidu,3365.0675,-30.71711733,116.8426247
59320,Woodanilling,1128.8348,-33.5336524,117.3380729
59330,Wyalkatchem,1594.4884,-31.18667559,117.4352875
59340,Wyndham-East Kimberley,112066.3217,-15.55895885,127.0516918
59350,Yalgoo,27949.4641,-28.56515961,117.0502834
59360,Yilgarn,30428.7648,-30.95733441,119.3419952
59370,York,2131.5916,-31.92636627,116.7354385
59499,No usual address (WA),0,0,0
59799,Migratory - Offshore - Shipping (WA),0,0,0
60210,Break O'Day,3523.8858,-41.42529505,148.0498995
60410,Brighton,171.1508,-42.7193278,147.2609584
60610,Burnie,610.9528,-41.21604475,145.8061991
60810,Central Coast (Tas.),933.0891,-41.28123462,146.0400287
61010,Central Highlands (Tas.),7982.4155,-42.2123326,146.6460634
61210,Circular Head,4897.6511,-41.07893565,145.0146598
61410,Clarence,377.9614,-42.83701346,147.4341402
61510,Derwent Valley,4108.1113,-42.81295667,146.4213618
61610,Devonport,111.259,-41.20868388,146.3119047
61810,Dorset,3230.5456,-41.07210843,147.7085196
62010,Flinders (Tas.),1996.6244,-40.11935417,148.097854
62210,George Town,653.4308,-41.10216543,147.0260224
62410,Glamorgan-Spring Bay,2591.591,-42.26916987,147.9653516
62610,Glenorchy,121.1632,-42.83932216,147.2197731
62810,Hobart,77.8965,-42.89783339,147.2876133
63010,Huon Valley,5507.3541,-43.25141669,146.5971598
63210,Kentish,1156.1888,-41.45395625,146.1835198
63410,King Island,1095.7407,-39.86380076,143.985486
63610,Kingborough,720.1093,-43.18918531,147.2623394
63810,Latrobe (Tas.),600.4619,-41.24397013,146.5600268
64010,Launceston,1413.6306,-41.36062127,147.3058198
64210,Meander Valley,3330.8146,-41.62664135,146.4847868
64610,Northern Midlands,5135.2505,-41.84017397,147.4601732
64810,Sorell,583.7723,-42.77866697,147.6961507
65010,Southern Midlands,2615.4935,-42.43454927,147.4005557
65210,Tasman,660.3947,-43.05467412,147.8346572
65410,Waratah-Wynyard,3535.9075,-41.38322845,145.4953862
65610,West Coast,9583.5388,-42.29817505,145.6373243
65810,West Tamar,691.1537,-41.28162857,146.8644024
69499,No usual address (Tas.),0,0,0
69799,Migratory - Offshore - Shipping (Tas.),0,0,0
70200,Alice Springs,327.7132,-23.73505938,133.8547769
70420,Barkly,322710.4145,-19.44407459,135.0847291
70540,Belyuen,41.4054,-12.53817075,130.6831892
70620,Central Desert,281338.022,-21.48980342,132.4150167
70700,Coomalie,2056.0547,-13.12573831,131.0828628
71000,Darwin,111.2614,-12.39840065,130.8870182
71150,Darwin Waterfront Precinct,0.7447,-12.4692645,130.8467209
71300,East Arnhem,33309.9334,-12.93322994,135.7455393
72200,Katherine,7416.6444,-14.69015884,132.1950906
72300,Litchfield,2903.3391,-12.53743807,131.1217921
72330,MacDonnell,268339.0281,-24.63728263,133.1615533
72800,Palmerston,52.6559,-12.50250553,130.9791855
73600,Roper Gulf,185213.4546,-15.4348519,134.651192
74050,Tiwi Islands,7483.1661,-11.55983157,130.8163049
74550,Victoria Daly,153287.3722,-16.24958442,130.6586324
74560,Wagait,5.6628,-12.44123691,130.7497888
74660,West Arnhem,49675.0342,-12.50804432,133.2585221
74680,West Daly,14069.698,-14.22299345,130.0603481
79399,Unincorporated NT,19792.8884,-13.11235043,131.1871841
79499,No usual address (NT),0,0,0
79799,Migratory - Offshore - Shipping (NT),0,0,0
89399,Unincorporated ACT,2358.133,-35.48869681,149.0025009
89499,No usual address (ACT),0,0,0
89799,Migratory - Offshore - Shipping (ACT),0,0,0
99399,Unincorp. Other Territories,105.8806,-33.01264018,156.731706
99499,No usual address (OT),0,0,0
99799,Migratory - Offshore - Shipping (OT),0,0,0
ZZZZZ,Outside Australia,0,0,0
